Price,NIFTY50,NIFTY_BANK,INDIA_VIX,NIFTY_IT,NIFTY_PHARMA,NIFTY_AUTO,nifty_30d_return,nifty_5d_return,vix_at_open
2010-01-28,4867.25,8423.751953125,26.959999084472656,5649.35009765625,,,,-6.788022713956055,26.959999084472656
2010-01-29,4882.0498046875,8651.44921875,26.1299991607666,5594.14990234375,,,,-4.16360141971216,26.1299991607666
2010-02-01,4899.7001953125,8649.1494140625,25.610000610351562,5643.4501953125,,,,-2.7065092273133473,25.610000610351562
2010-02-02,4830.10009765625,8468.0517578125,26.690000534057617,5586.7001953125,,,,-3.5503865523407896,26.690000534057617
2010-02-03,4931.85009765625,8631.7490234375,25.540000915527344,5698.85009765625,,,,1.6226741343750906,25.540000915527344
2010-02-04,4845.35009765625,8471.0009765625,27.06999969482422,5565.9501953125,,,,-0.449944061713492,27.06999969482422
2010-02-05,4718.64990234375,8223.154296875,30.06999969482422,5449.75,,,,-3.3469527940264254,30.06999969482422
2010-02-08,4760.39990234375,8342.103515625,30.360000610351562,5484.64990234375,,,,-2.8430370719828346,30.360000610351562
2010-02-09,4792.64990234375,8392.3525390625,29.90999984741211,5606.2998046875,,,,-0.7753502940999524,29.90999984741211
2010-02-10,4757.2001953125,8289.9033203125,30.549999237060547,5573.4501953125,,,,-3.5412654254586617,30.549999237060547
2010-02-11,4826.85009765625,8381.302734375,28.809999465942383,5644.2001953125,,,,-0.3818093559214364,28.809999465942383
2010-02-15,4801.9501953125,8312.603515625,29.68000030517578,5667.0498046875,,,,1.7653416696028934,29.68000030517578
2010-02-16,4855.75,8397.7021484375,28.729999542236328,5745.10009765625,,,,2.00298503512919,28.729999542236328
2010-02-17,4914.0,8551.400390625,29.040000915527344,5743.7998046875,,,-6.0815753112347215,2.5320042174769686,29.040000915527344
2010-02-18,4887.75,8573.80078125,29.760000228881836,5741.10009765625,,,-7.392142889456787,2.744257111906645,29.760000228881836
2010-02-19,4844.89990234375,8487.0009765625,31.899999618530273,5712.4501953125,,,-8.271799736824736,0.3739458305586085,31.899999618530273
2010-02-22,4856.39990234375,8493.2509765625,32.130001068115234,5752.7998046875,,,-7.727388568832472,1.133908200139233,32.130001068115234
2010-02-23,4870.0498046875,8512.8515625,30.989999771118164,5783.7998046875,,,-7.144290868249204,0.2944921935334355,30.989999771118164
2010-02-24,4858.60009765625,8504.451171875,30.399999618530273,5779.75,,,-7.444656759966328,-1.127389140084456,30.399999618530273
2010-02-25,4859.75,8537.7001953125,29.549999237060547,5782.10009765625,,,-6.729807863423687,-0.5728607232366678,29.549999237060547
2010-02-26,4922.2998046875,8722.6484375,24.020000457763672,5766.7001953125,,,-5.954401150093336,1.597554209660923,24.020000457763672
2010-03-02,5017.0,8921.99609375,21.6299991607666,5848.7001953125,,,-4.61795674544142,3.3069784384671896,21.6299991607666
2010-03-03,5088.10009765625,9039.3447265625,20.75,5896.7001953125,,,-3.1244067543865994,4.477372957436154,20.75
2010-03-04,5080.25,9013.6953125,20.979999542236328,5833.60009765625,,,-3.6892062154091465,4.562011647154751,20.979999542236328
2010-03-05,5088.7001953125,9038.3447265625,20.739999771118164,5843.2001953125,,,-2.6207210507888545,4.711151711765016,20.739999771118164
2010-03-08,5124.0,9145.84375,20.729999542236328,5882.7001953125,,,-1.8710418380627258,4.097682045299655,20.729999542236328
2010-03-09,5101.5,9138.09375,20.799999237060547,5925.10009765625,,,0.14428506811055009,1.6842734702013251,20.799999237060547
2010-03-10,5116.25,9119.1435546875,20.09000015258789,5897.85009765625,,,1.5935266084193822,0.5532497750332599,20.09000015258789
2010-03-11,5133.39990234375,9186.7431640625,20.139999389648438,5960.0498046875,,,2.5060405049482926,1.046206433615482,20.139999389648438
2010-03-12,5137.0,9172.7939453125,19.729999542236328,5960.64990234375,,,5.84986702583894,0.9491579938623929,19.729999542236328
2010-03-15,5128.89990234375,9085.39453125,20.260000228881836,6038.4501953125,,,5.375723505958185,0.09562650944086037,20.260000228881836
2010-03-16,5198.10009765625,9102.8447265625,19.59000015258789,6102.75,,,6.473721195250692,1.893562631701462,19.59000015258789
2010-03-17,5231.89990234375,9188.2939453125,17.729999542236328,6143.0,,,6.780000689614907,2.2604427528707616,17.729999542236328
2010-03-18,5245.89990234375,9252.1923828125,17.969999313354492,6174.7001953125,,,8.608513204296987,2.191530021821131,17.969999313354492
2010-03-19,5262.7998046875,9270.6923828125,17.75,6145.4501953125,,,6.710457545912152,2.448896334193118,17.75
2010-03-22,5205.2001953125,9186.84375,19.959999084472656,6128.75,,,7.4267099467242526,1.4876541640807428,19.959999084472656
2010-03-23,5225.2998046875,9222.79296875,18.1299991607666,6142.7001953125,,,10.737179337930902,0.5232624712924183,18.1299991607666
2010-03-25,5260.39990234375,9318.1416015625,17.049999237060547,6201.2001953125,,,10.503319264287626,0.5447351924151356,17.049999237060547
2010-03-26,5282.0,9456.08984375,17.889999389648438,6151.89990234375,,,10.210428627739798,0.688158339432321,17.889999389648438
2010-03-29,5302.85009765625,9517.4892578125,18.729999542236328,6050.9501953125,,,11.469979818831355,0.7610073431460807,18.729999542236328
2010-03-30,5262.4501953125,9470.189453125,19.799999237060547,5917.75,,,9.024520936910019,1.0998616355151203,19.799999237060547
2010-03-31,5249.10009765625,9459.4892578125,19.8700008392334,5855.9501953125,,,9.311839651736541,0.45548186435924176,19.8700008392334
2010-04-01,5290.5,9507.6396484375,17.6200008392334,5984.0,,,8.953302785357575,0.5722016997764534,17.6200008392334
2010-04-05,5368.39990234375,9698.4873046875,17.170000076293945,5993.89990234375,,,9.247047259742569,1.6357421875,17.170000076293945
2010-04-06,5366.0,9728.0869140625,17.200000762939453,5934.7998046875,,,9.784665745997657,1.190867197465395,17.200000762939453
2010-04-07,5374.64990234375,9680.9375,17.31999969482422,5920.0498046875,,,10.93417842840736,2.1320811193840994,17.31999969482422
2010-04-08,5304.4501953125,9519.8896484375,19.920000076293945,5950.0,,,9.225976072368258,1.0544683207882377,19.920000076293945
2010-04-09,5361.75,9656.3876953125,18.440000534057617,5950.7001953125,,,10.096409996448719,1.3467536149702308,18.440000534057617
2010-04-12,5339.7001953125,9575.3388671875,20.049999237060547,5963.7998046875,,,9.902031202121965,-0.5346044920893522,20.049999237060547
2010-04-13,5322.9501953125,9482.8896484375,20.139999389648438,6141.14990234375,,,9.531358512526356,-0.8022699345415552,20.139999389648438
2010-04-15,5273.60009765625,9344.4912109375,21.579999923706055,6171.75,,,7.1369137782751,-1.8801188267804192,21.579999923706055
2010-04-16,5262.60009765625,9353.6416015625,21.780000686645508,6142.85009765625,,,4.8953577368198165,-0.7889620246266493,21.780000686645508
2010-04-19,5203.64990234375,9302.7919921875,22.65999984741211,6064.25,,,2.2709813578692284,-2.948665970182307,22.65999984741211
2010-04-20,5230.10009765625,9445.990234375,20.8700008392334,6000.0,,,2.9496599115446998,-2.052551522508017,20.8700008392334
2010-04-21,5244.89990234375,9555.1884765625,19.229999542236328,6004.60009765625,,,3.0695403744778416,-1.466297637680003,19.229999542236328
2010-04-22,5269.35009765625,9623.1376953125,20.530000686645508,6017.2001953125,,,2.83665295972384,-0.08059010773093789,20.530000686645508
2010-04-23,5304.10009765625,9813.185546875,20.209999084472656,6016.14990234375,,,3.9713828806478446,0.788583575227042,20.209999084472656
2010-04-26,5322.4501953125,9839.0361328125,19.790000915527344,6040.0,,,4.030299444172969,2.28301855809403,19.790000915527344
2010-04-27,5308.35009765625,9756.3369140625,19.81999969482422,6037.75,,,3.4080764920072504,1.4961472732628156,19.81999969482422
2010-04-28,5215.4501953125,9634.7880859375,22.729999542236328,5949.64990234375,,,1.5271597296573791,-0.5614922606643091,22.729999542236328
2010-04-29,5254.14990234375,9803.685546875,21.190000534057617,5938.5498046875,,,2.442044149521516,-0.288464327304061,21.190000534057617
2010-04-30,5278.0,9870.2353515625,20.350000381469727,5985.7998046875,,,1.5370981866966282,-0.492074002671683,20.350000381469727
2010-05-03,5222.75,9775.38671875,22.139999389648438,5930.0,,,-0.1748868004842974,-1.873201094494159,22.139999389648438
2010-05-04,5148.5,9623.587890625,23.299999237060547,5871.7998046875,,,-1.8566862532057415,-3.0112953123952235,23.299999237060547
2010-05-05,5124.89990234375,9581.73828125,23.690000534057617,5932.0,,,-2.620276420564671,-1.7361932254694734,23.690000534057617
2010-05-06,5090.85009765625,9581.888671875,24.360000610351562,5867.89990234375,,,-2.196843413616001,-3.108015715628054,24.360000610351562
2010-05-07,5018.0498046875,9275.9921875,27.399999618530273,5726.60009765625,,,-3.9662795963225084,-4.925164746352784,27.399999618530273
2010-05-10,5193.60009765625,9656.1376953125,24.139999389648438,5890.89990234375,,,-1.2698617201657547,-0.5581332122684413,24.139999389648438
2010-05-11,5136.14990234375,9625.9873046875,25.809999465942383,5834.35009765625,,,-2.761266521322414,-0.23987758873943443,25.809999465942383
2010-05-12,5156.64990234375,9722.0869140625,25.81999969482422,5876.25,,,-2.757011656375452,0.6195242952058422,25.81999969482422
2010-05-13,5178.89990234375,9773.236328125,24.860000610351562,5922.60009765625,,,-1.587669048975926,1.7295697771190888,24.860000610351562
2010-05-14,5093.5,9588.9384765625,26.530000686645508,5839.75,,,-2.964319497845469,1.5035760554233724,26.530000686645508
2010-05-17,5059.89990234375,9526.3896484375,27.170000076293945,5744.5498046875,,,-4.358758107102356,-2.574325954992873,27.170000076293945
2010-05-18,5066.2001953125,9492.1396484375,26.540000915527344,5754.7001953125,,,-5.629232406835316,-1.3619093749450362,26.540000915527344
2010-05-19,4919.64990234375,9108.244140625,32.040000915527344,5663.10009765625,,,-8.318115871342712,-4.596007184670048,32.040000915527344
2010-05-20,4947.60009765625,9174.4931640625,31.040000915527344,5659.89990234375,,,-7.945630179582008,-4.466195698874653,31.040000915527344
2010-05-21,4931.14990234375,9135.59375,32.2599983215332,5606.4501953125,,,-7.037492656611843,-3.1873976176744923,32.2599983215332
2010-05-24,4943.9501953125,9087.14453125,31.299999237060547,5638.5,,,-7.792228371100851,-2.2915415179960763,31.299999237060547
2010-05-25,4806.75,8851.6474609375,34.52000045776367,5488.10009765625,,,-9.980901095914607,-5.1211990310322975,34.52000045776367
2010-05-26,4917.39990234375,9027.4951171875,32.150001525878906,5674.39990234375,,,-7.618900761571767,-0.045734961728238765,32.150001525878906
2010-05-27,5003.10009765625,9258.3427734375,29.010000228881836,5713.60009765625,,,-5.129323327345558,1.1217559807691568,29.010000228881836
2010-05-28,5066.5498046875,9312.4912109375,26.43000030517578,5783.60009765625,,,-3.7253503844242863,2.745807874942008,26.43000030517578
2010-05-31,5086.2998046875,9363.591796875,26.43000030517578,5761.9501953125,,,-2.2551497479374016,2.8792686768965847,26.43000030517578
2010-06-01,4970.2001953125,9118.943359375,29.079999923706055,5688.2998046875,,,-4.969310290260376,3.40043054688719,29.079999923706055
2010-06-02,5019.85009765625,9192.34375,27.760000228881836,5738.4501953125,,,-4.290831262326544,2.0834220796984493,27.760000228881836
2010-06-03,5110.5,9387.5908203125,25.290000915527344,5839.64990234375,,,-3.0146051166139998,2.1466670713636615,25.290000915527344
2010-06-04,5135.5,9455.83984375,24.719999313354492,5884.2998046875,,,-3.1786748845624158,1.3608905067647559,24.719999313354492
2010-06-07,5034.0,9292.4912109375,27.989999771118164,5785.85009765625,,,-5.419500131096367,-1.028248563706391,27.989999771118164
2010-06-08,4987.10009765625,9185.193359375,28.770000457763672,5740.7001953125,,,-6.05178622528757,0.3400245800901258,28.770000457763672
2010-06-09,5000.2998046875,9238.0927734375,28.15999984741211,5670.39990234375,,,-4.125250602879326,-0.3894596967721764,28.15999984741211
2010-06-10,5078.60009765625,9346.341796875,26.5,5735.10009765625,,,-3.341164754534154,-0.6242031571030204,26.5
2010-06-11,5119.35009765625,9451.640625,25.100000381469727,5739.25,,,-3.005871586656883,-0.3144757539431442,25.100000381469727
2010-06-14,5197.7001953125,9533.9892578125,22.950000762939453,5945.25,,,-0.47962863793020727,3.2518910471295293,22.950000762939453
2010-06-15,5222.35009765625,9554.2890625,21.979999542236328,5916.75,,,1.4344002652471488,4.717170207001842,21.979999542236328
2010-06-16,5233.35009765625,9588.7890625,22.670000076293945,5969.89990234375,,,2.1161427028633772,4.660726397850756,22.670000076293945
2010-06-17,5274.85009765625,9613.2890625,20.850000381469727,5975.89990234375,,,3.6143275969707123,3.864253853942312,20.850000381469727
2010-06-18,5262.60009765625,9576.138671875,19.959999084472656,6006.9501953125,,,4.8734130287090505,2.7982067502197783,19.959999084472656
2010-06-21,5353.2998046875,9757.9365234375,19.40999984741211,6037.25,,,3.074932686929799,2.9936241708462985,19.40999984741211
2010-06-22,5316.5498046875,9675.3876953125,20.639999389648438,5958.5498046875,,,3.5123566440580234,1.8037800084204747,20.639999389648438
2010-06-23,5323.14990234375,9718.8369140625,20.34000015258789,6007.64990234375,,,3.2288404904960544,1.7159143380779396,20.34000015258789
2010-06-24,5320.60009765625,9673.4873046875,20.06999969482422,6014.60009765625,,,2.7361060840039197,0.8673232253619378,20.06999969482422
2010-06-25,5269.0498046875,9450.990234375,20.0,5921.75,,,3.446545689358982,0.12255742240649958,20.0
2010-06-28,5333.5,9542.0888671875,19.549999237060547,5979.60009765625,,,5.407223520953819,-0.3698616817642608,19.549999237060547
2010-06-29,5256.14990234375,9381.291015625,20.639999389648438,5934.14990234375,,,3.7493525661895566,-1.136073291187767,20.639999389648438
2010-06-30,5312.5,9464.4892578125,20.06999969482422,5928.2998046875,,,7.985326302773976,-0.20006767682910764,20.06999969482422
2010-07-01,5251.39990234375,9349.2919921875,21.440000534057617,5861.25,,,6.140346808373098,-1.3006088419045603,21.440000534057617
2010-07-02,5237.10009765625,9357.0419921875,21.899999618530273,5836.2998046875,,,6.2044391545891475,-0.6063656297730646,21.899999618530273
2010-07-05,5235.89990234375,9385.240234375,21.989999771118164,5862.60009765625,,,5.90519110220924,-1.8299446452845203,21.989999771118164
2010-07-06,5289.0498046875,9550.7890625,20.899999618530273,5959.5498046875,,,10.033802562802308,0.6259315840493773,20.899999618530273
2010-07-07,5241.10009765625,9449.140625,22.110000610351562,5954.39990234375,,,6.582751082705651,-1.3439981617647034,22.110000610351562
2010-07-08,5296.85009765625,9566.48828125,21.1200008392334,6041.2998046875,,,5.871359642346752,0.8654872254580281,21.1200008392334
2010-07-09,5352.4501953125,9713.5869140625,20.209999084472656,6108.39990234375,,,5.642901020345037,2.2025566726874723,20.209999084472656
2010-07-12,5383.0,9850.4853515625,19.90999984741211,6185.64990234375,,,5.833321013422421,2.809452059815043,19.90999984741211
2010-07-13,5400.64990234375,9931.484375,19.110000610351562,6028.0498046875,,,8.660611044142975,2.110021682105212,19.110000610351562
2010-07-14,5386.14990234375,9956.5341796875,20.06999969482422,5952.4501953125,,,7.297026755012537,2.76754501888572,20.06999969482422
2010-07-15,5378.75,9931.984375,20.18000030517578,5985.5,,,5.248997162704239,1.5462001158006888,20.18000030517578
2010-07-16,5393.89990234375,10013.333984375,19.700000762939453,6086.10009765625,,,5.031640586968167,0.7744062161951559,19.700000762939453
2010-07-19,5386.4501953125,10032.3837890625,20.709999084472656,6072.7998046875,,,7.0013944241656745,0.06409428408880036,20.709999084472656
2010-07-20,5368.0,9975.8837890625,20.3799991607666,6052.5,,,7.637703171884569,-0.6045550615969564,20.3799991607666
2010-07-21,5399.35009765625,9992.0341796875,20.0,6097.4501953125,,,7.980527339473986,0.24507664197679357,20.0
2010-07-22,5441.9501953125,10060.1328125,18.899999618530273,6076.25,,,7.154532561520921,1.1749978212874712,18.899999618530273
2010-07-23,5449.10009765625,10093.783203125,19.239999771118164,6100.39990234375,,,6.441247301116726,1.0233819001445488,19.239999771118164
2010-07-26,5418.60009765625,10023.8837890625,19.969999313354492,6131.35009765625,,,4.249954673087264,0.5968662324535856,19.969999313354492
2010-07-27,5430.60009765625,10090.533203125,19.219999313354492,6168.64990234375,,,3.9876683122692436,1.1661717149077822,19.219999313354492
2010-07-28,5397.5498046875,10068.033203125,19.520000457763672,6161.39990234375,,,3.13756396891518,-0.03334277155933041,19.520000457763672
2010-07-29,5408.89990234375,10179.58203125,18.329999923706055,6152.35009765625,,,2.541300742310426,-0.60732442934186,18.329999923706055
2010-07-30,5367.60009765625,10160.8818359375,18.940000534057617,6086.85009765625,,,1.9952114553937417,-1.4956598069294835,18.940000534057617
2010-08-02,5431.64990234375,10411.37890625,17.989999771118164,6104.35009765625,,,1.4635850879796575,0.24083350777528434,17.989999771118164
2010-08-03,5439.5498046875,10502.5283203125,17.549999237060547,6077.0,,,2.313530475940495,0.1648014376000928,17.549999237060547
2010-08-04,5467.85009765625,10489.177734375,17.040000915527344,6274.2001953125,,,2.7183190022281645,1.302448249902155,17.040000915527344
2010-08-05,5447.10009765625,10454.779296875,17.709999084472656,6288.7001953125,,,2.377551360338548,0.7062470373309537,17.709999084472656
2010-08-06,5439.25,10383.529296875,17.3700008392334,6259.89990234375,,,3.230187635749515,1.3348591743083782,17.3700008392334
2010-08-09,5486.14990234375,10523.9775390625,17.0,6306.85009765625,,,2.8620962284381823,1.0033783653192296,17.0
2010-08-10,5460.7001953125,10519.828125,17.329999923706055,6216.0,,,3.8916373537508875,0.38882612319817156,17.329999923706055
2010-08-11,5420.60009765625,10428.529296875,18.110000610351562,6161.2998046875,,,2.034825367647053,-0.8641421976848473,18.110000610351562
2010-08-12,5416.4501953125,10583.52734375,18.0,6091.0498046875,,,3.142977035420347,-0.5626829284253065,18.0
2010-08-13,5452.10009765625,10737.224609375,16.739999771118164,6116.7001953125,,,4.105325389832037,0.2362476013466841,16.739999771118164
2010-08-16,5418.2998046875,10680.42578125,18.110000610351562,6086.85009765625,,,3.483639980628772,-1.2367525288957903,18.110000610351562
2010-08-17,5414.14990234375,10770.125,17.6299991607666,6059.5,,,2.3652660170713213,-0.8524601480357608,17.6299991607666
2010-08-18,5479.14990234375,10893.9228515625,16.399999618530273,6184.39990234375,,,4.54198164988211,1.0801351074176457,16.399999618530273
2010-08-19,5540.2001953125,11110.37109375,16.530000686645508,6183.89990234375,,,4.594241731778048,2.284706690501759,16.530000686645508
2010-08-20,5530.64990234375,11033.6220703125,16.700000762939453,6128.60009765625,,,3.3293108862051835,1.4407256521439704,16.700000762939453
2010-08-23,5543.5,11095.37109375,17.139999389648438,6178.9501953125,,,2.98160876834479,2.3106915420993523,17.139999389648438
2010-08-24,5505.10009765625,11042.8720703125,16.989999771118164,6117.60009765625,,,1.934030111212559,1.6798610484192178,16.989999771118164
2010-08-25,5462.35009765625,10937.72265625,18.920000076293945,6109.9501953125,,,1.4147433081901806,-0.30661334307195975,18.920000076293945
2010-08-26,5477.89990234375,10981.572265625,17.09000015258789,6116.14990234375,,,1.8433632785266107,-1.124513388910775,17.09000015258789
2010-08-27,5408.7001953125,10727.3251953125,19.6299991607666,6005.89990234375,,,0.27438946285078814,-2.2049796892689044,19.6299991607666
2010-08-30,5415.4501953125,10747.125,18.360000610351562,5971.25,,,0.5383879725693319,-2.309908986876519,18.360000610351562
2010-08-31,5402.39990234375,10746.224609375,18.469999313354492,5974.89990234375,,,0.6408327560311067,-1.8655463750100298,18.469999313354492
2010-09-01,5471.85009765625,10879.6240234375,16.700000762939453,6086.4501953125,,,1.3427541961294809,0.1739178161443089,16.700000762939453
2010-09-02,5486.14990234375,10980.4716796875,16.149999618530273,6055.2001953125,,,0.8122034462814787,0.15060516159615123,16.149999618530273
2010-09-03,5479.39990234375,10991.072265625,15.859999656677246,6076.10009765625,,,0.5560515340970129,1.3071478262471015,15.859999656677246
2010-09-06,5576.9501953125,11218.6689453125,15.220000267028809,6184.4501953125,,,2.9223433138153565,2.9822082038496234,15.220000267028809
2010-09-07,5604.0,11192.8203125,15.829999923706055,6253.64990234375,,,3.193015490471973,3.7316766862961925,15.829999923706055
2010-09-08,5607.85009765625,11189.919921875,15.970000267028809,6287.7001953125,,,3.896217739132579,2.48544820440626,15.970000267028809
2010-09-09,5640.0498046875,11446.5673828125,15.920000076293945,6302.0,,,4.273510446062967,2.805244207381241,15.920000076293945
2010-09-13,5760.0,11872.7119140625,18.139999389648438,6358.14990234375,,,7.310527893370633,5.121000522999353,18.139999389648438
2010-09-14,5795.5498046875,11928.2109375,18.600000381469727,6441.75,,,6.699619984467842,3.9196980736664333,18.600000381469727
2010-09-15,5860.9501953125,11987.4599609375,19.43000030517578,6602.0,,,7.746971822224347,4.585121258253033,19.43000030517578
2010-09-16,5828.7001953125,12031.91015625,18.850000381469727,6447.25,,,6.599487754993971,3.938231119062041,18.850000381469727
2010-09-17,5884.9501953125,12103.958984375,19.489999771118164,6477.85009765625,,,8.03822382196806,4.342167163514432,19.489999771118164
2010-09-20,5980.4501953125,12251.0576171875,21.950000762939453,6528.4501953125,,,9.949904772027395,3.8272603352864643,21.950000762939453
2010-09-21,6009.0498046875,12244.8076171875,22.6299991607666,6673.2998046875,,,9.531272598299957,3.683861017419243,22.6299991607666
2010-09-22,5991.0,12305.5576171875,24.290000915527344,6594.60009765625,,,9.711205261602029,2.2189201469671627,24.290000915527344
2010-09-23,5959.5498046875,12146.158203125,23.899999618530273,6596.39990234375,,,9.94262069368077,2.244919192794148,23.899999618530273
2010-09-24,6018.2998046875,12263.4072265625,21.709999084472656,6634.7001953125,,,11.111513771433778,2.2659428703613482,21.709999084472656
2010-09-27,6035.64990234375,12253.0576171875,22.360000610351562,6600.75,,,10.703211500800514,0.9230025370751571,22.360000610351562
2010-09-28,6029.5,12272.2578125,21.209999084472656,6560.5,,,11.28029487743989,0.34032327867457024,21.209999084472656
2010-09-29,5991.2998046875,12237.4072265625,22.15999984741211,6578.60009765625,,,10.660028125447841,0.005004251168427842,22.15999984741211
2010-09-30,6029.9501953125,12366.2060546875,22.25,6613.39990234375,,,10.052659678705655,1.1813038389179464,22.25
2010-10-01,6143.39990234375,12556.6044921875,21.43000030517578,6759.14990234375,,,10.887687913184262,2.078661776849544,21.43000030517578
2010-10-04,6159.4501953125,12651.15234375,22.799999237060547,6733.35009765625,,,11.369374378629171,2.051150994040851,22.799999237060547
2010-10-05,6145.7998046875,12596.353515625,22.170000076293945,6732.7998046875,,,10.864973476819696,1.9288465824280676,22.170000076293945
2010-10-06,6186.4501953125,12629.0537109375,21.729999542236328,6776.85009765625,,,12.37670679133207,3.2572295993653633,21.729999542236328
2010-10-07,6120.2998046875,12536.4541015625,22.450000762939453,6681.4501953125,,,12.045176439964166,1.4983475227579035,22.450000762939453
2010-10-08,6103.4501953125,12473.255859375,21.399999618530273,6710.64990234375,,,11.419527631403149,-0.6502866110996486,21.399999618530273
2010-10-11,6135.85009765625,12512.8544921875,21.200000762939453,6716.25,,,13.444078541715832,-0.38315266635665646,21.200000762939453
2010-10-12,6090.89990234375,12461.6552734375,20.510000228881836,6724.14990234375,,,12.472641842702291,-0.8932914199690778,20.510000228881836
2010-10-13,6233.89990234375,12744.8515625,20.020000457763672,6924.75,,,15.391307845227576,0.7669940843814338,20.020000457763672
2010-10-14,6177.35009765625,12598.703125,20.600000381469727,6952.7998046875,,,12.89326256035752,0.9321486657410949,20.600000381469727
2010-10-15,6062.64990234375,12346.306640625,22.649999618530273,6730.10009765625,,,10.508280128359448,-0.6684791660966583,22.649999618530273
2010-10-18,6075.9501953125,12331.15625,22.350000381469727,6814.0,,,10.887146468604758,-0.9762282550975332,22.350000381469727
2010-10-19,6027.2998046875,12245.5078125,23.229999542236328,6663.0,,,8.075195108493617,-1.0441822830116965,23.229999542236328
2010-10-20,5982.10009765625,12176.3583984375,23.799999237060547,6652.2998046875,,,6.746968195150793,-4.039201922264279,23.799999237060547
2010-10-21,6101.5,12435.6552734375,22.190000534057617,6715.2998046875,,,8.802836982929808,-1.2278743548148285,22.190000534057617
2010-10-22,6066.0498046875,12384.65625,21.610000610351562,6777.10009765625,,,7.553124790599308,0.05607947677195302,21.610000610351562
2010-10-25,6105.7998046875,12424.5556640625,21.360000610351562,6751.7998046875,,,6.00346883138021,0.49127475399697307,21.360000610351562
2010-10-26,6082.0,12332.5068359375,20.549999237060547,6736.85009765625,,,4.942588795989922,0.9075406414985165,20.549999237060547
2010-10-27,6012.64990234375,12182.5087890625,21.020000457763672,6663.64990234375,,,2.5883125086539227,0.5106869525548285,21.020000457763672
2010-10-28,5987.7001953125,12105.1591796875,20.520000457763672,6632.5498046875,,,2.727880911217029,-1.8651119345652667,20.520000457763672
2010-10-29,6017.7001953125,12330.6064453125,20.760000228881836,6613.25,,,2.255754009706634,-0.7970526278508028,20.760000228881836
2010-11-01,6117.5498046875,12734.751953125,20.920000076293945,6670.0,,,2.2924630236442534,0.19243998126141637,20.920000076293945
2010-11-02,6119.0,12770.751953125,21.25,6712.7001953125,,,1.8297434517305922,0.6083525156198588,21.25
2010-11-03,6160.5,12891.650390625,21.530000686645508,6721.25,,,2.829243865798703,2.4589839764097565,21.530000686645508
2010-11-04,6281.7998046875,13182.7470703125,19.360000610351562,6818.64990234375,,,5.407287640192782,4.911729040896828,19.360000610351562
2010-11-08,6273.2001953125,13104.947265625,19.610000610351562,6723.60009765625,,,4.2354219446905095,4.245808061342471,19.610000610351562
2010-11-09,6301.5498046875,13121.197265625,18.75,6811.7001953125,,,4.405489162658305,3.0077401226715317,18.75
2010-11-10,6275.7001953125,13006.9482421875,19.079999923706055,6851.5498046875,,,4.083260557467461,2.560879152026474,19.079999923706055
2010-11-11,6194.25,12823.4501953125,19.360000610351562,6762.7001953125,,,3.3874151173959755,0.547845142439729,19.360000610351562
2010-11-12,6071.64990234375,12457.1552734375,21.6299991607666,6663.2001953125,,,0.6915431418267115,-3.3453772625312794,21.6299991607666
